String - please do not modify this file,Everything 1.3.4.686,Everything 1.4.1.870
HELP_SEARCH_SYNTAX_TEXT,"Operators:rntspacetANDrnt|tORrnt!tNOTrnt< >tGroupingrnt"" ""tSearch for an exact phrase.rnrnWildcards:rnt*tMatches zero or more characters.rnt?tMatches one character.rnt*.tMatches filenames with no extension.rnt*.*tSame as *rnrnMacros:rntquot:tLiteral double quote ("")rntapos:tLiteral apostrophe (')rntamp:tLiteral ampersand (&)rntlt:tLiteral less than (<)rntgt:tLiteral greater than (>)rnt#x:tLiteral unicode character code x.rnrnModifiers:rntascii:tEnable fast ASCII case comparisons.rntcase:tMatch case.rntdiacritics:tMatch diacritical marks.rntfile:tMatch files only.rntfolder:tMatch folders only.rntnoascii:tDisable fast ASCII case comparisons.rntnocase:tDo not match case.rntnodiacritics:tDo not match diacritical marks.rntnofileonly:tDo not allow files only.rntnofolderonly:tDo not allow folders only.rntnopath:tDo not match path.rntnoregex:tDisable regex.rntnowfn:tDo not match the whole filename.rntnowholefilename:tDo not match the whole filename.rntnowholeword:tDo not match whole words only.rntnowildcards:tDisable wildcards.rntnoww:tDo not match whole words only.rntpath:tMatch path and file name.rntregex:tEnable regex.rntutf8:tDisable fast ASCII case comparisons.rntwfn:tMatch the whole filename.rntwholefilename:tMatch the whole filename.rntwholeword:tMatch whole words only.rntwildcards:tEnable wildcards.rntww:tMatch whole words only.rnrnFunctions:rntattrib:<attributes>tSearch for files and folders with the specified file attributes.rntattributes:<attributes>tSearch for files and folders with the specified file attributes.rntchild:<filename>tSearch for folders that contain a child with a matching filename.rntdateaccessed:<date>tSearch for files and folders with the specified date accessed.rntdatecreated:<date>tSearch for files and folders with the specified date created.rntdatemodified:<date>tSearch for files and folders with the specified date modified.rntda:<date>tSearch for files and folders with the specified date accessed.rntdc:<date>tSearch for files and folders with the specified date created.rntdm:<date>tSearch for files and folders with the specified date modified.rntdupe:tSearch for duplicated filenames.rntempty:tSearch for empty folders.rntext:<list>tSearch for files with a matching extension in the specified semi-colon delimited extension list.rntfsi:<index>tSearch for files and folders in the specified zero based internal file system index.rntlen:<length>tSearch for files and folders that match the specified filename length.rntparents:<count>tSearch for files and folders with the specified number of parent folders.rntrc:<date>tSearch for files and folders with the specified recently changed date.rntrecentchange:<date>tSearch for files and folders with the specified recently changed date.rntroot:tSearch for files and folders with no parent folders.rntruncount:<count>tSearch for files and folders with the specified run count.rntsize:<size>tSearch for files with the specified size in bytes.rnttype:<type>tSearch for files and folders with the specified type.rnrnFunction Syntax:rntfunction:valuetEqual to value.rntfunction:<=valuetLess than or equal to value.rntfunction:<valuetLess than value.rntfunction:=valuetEqual to value.rntfunction:>valuetGreater than value.rntfunction:>=valuetGreater than or equal to value.rntfunction:start..endtIs in the range of values from start to end.rntfunction:start-endtIs in the range of values from start to end.rnrnSize Syntax:rntsize[kb|mb|gb]rnrnSize Constants:rntemptyrnttinyt0 KB < size <= 10 KBrntsmallt10 KB < size <= 100 KBrntmediumt100 KB < size <= 1 MBrntlarget1 MB < size <= 16 MBrnthuget16 MB < size <= 128 MBrntgigantictsize > 128 MBrntunknownrnrnDate Syntax:rntyearrntmonth/year or year/month depending on locale settingsrntday/month/year, month/day/year or year/month/day depending on locale settingsrnrnDate Constants:rnttodayrntyesterdayrnttomorrowrnt<last|past|prev|current|this|coming|next><year|month|week>rnt<last|past|prev|coming|next><x><years|months|weeks|hours|minutes|mins|seconds|secs>rntjanuary|february|march|april|may|june|july|august|september|october|november|decemberrntjan|feb|mar|apr|may|jun|jul|aug|sep|oct|nov|decrntsunday|monday|tuesday|wednesday|thursday|friday|saturdayrntsun|mon|tue|wed|thu|fri|satrntunknownrnrnAttribute Constants:rntRtRead onlyrntHtHiddenrntStSystemrntDtDirectoryrntAtArchiverntVtDevicerntNtNormalrntTtTemporaryrntPtSparse filerntLtReparse pointrntCtCompressedrntOtOfflinerntItNot content indexedrntEtEncrypted","rnOperators:rntspacetANDrnt|tORrnt!tNOTrnt< >tGroupingrnt"" ""tSearch for an exact phrase.rnrnWildcards:rnt*tMatches zero or more characters.rnt?tMatches one character.rnrnMacros:rntquot:tLiteral double quote ("")rntapos:tLiteral apostrophe (')rntamp:tLiteral ampersand (&)rntlt:tLiteral less than (<)rntgt:tLiteral greater than (>)rnt#<n>:tLiteral unicode character <n> in decimal.rnt#x<n>:tLiteral unicode character <n> in hexadecimal.rntaudio:tSearch for audio files.rntzip:tSearch for compressed files.rntdoc:tSearch for document files.rntexe:tSearch for executable files.rntpic:tSearch for picture files.rntvideo:tSearch for video files.rnrnModifiers:rntascii:tEnable fast ASCII case comparisons.rntcase:tMatch case.rntdiacritics:tMatch diacritical marks.rntfile:tMatch files only.rntfolder:tMatch folders only.rntnoascii:tDisable fast ASCII case comparisons.rntnocase:tDo not match case.rntnodiacritics:tDo not match diacritical marks.rntnofileonly:tDo not allow files only.rntnofolderonly:tDo not allow folders only.rntnopath:tDo not match path.rntnoregex:tDisable regex.rntnowfn:tDo not match the whole filename.rntnowholefilename:tDo not match the whole filename.rntnowholeword:tDo not match whole words only.rntnowildcards:tDisable wildcards.rntnoww:tDo not match whole words only.rntpath:tMatch path and file name.rntregex:tEnable regex.rntutf8:tDisable fast ASCII case comparisons.rntwfn:tMatch the whole filename.rntwholefilename:tMatch the whole filename.rntwholeword:tMatch whole words only.rntwildcards:tEnable wildcards.rntww:tMatch whole words only.rnrnFunctions:rntalbum:<text>tSearch media for album meta data.rntansicontent:<text>tSearch ANSI file content for text.rntartist:<text>tSearch media for artist meta data.rntattrib:<attributes>tSearch for files and folders with the specified file attributes.rntattribdupe:tFind files and folders with the same attributes.rntattributes:<attributes>tSearch for files and folders with the specified file attributes.rntbitdepth:<bitdepth>tFind images with the specified bits per pixel.rntchild:<filename>tSearch for folders that contain a child with a matching filename.rntchildcount:<count>tSearch for folders that contain the specified number of subfolders and files.rntchildfilecount:<count>tSearch for folders that contain the specified number of files.rntchildfoldercount:<n>tSearch for folders that contain the specified number of subfolders.rntcomment:<text>tSearch media for comment meta data.rntcontent:<text>tSearch file content for text.rntcount:<max>tLimit the number of results to max.rntdateaccessed:<date>tSearch for files and folders with the specified date accessed.rntdatecreated:<date>tSearch for files and folders with the specified date created.rntdatemodified:<date>tSearch for files and folders with the specified date modified.rntdaterun:<date>tSearch for files and folders with the specified date run.rntda:<date>tSearch for files and folders with the specified date accessed.rntdadupe:tFind files and folders with the same date accessed.rntdc:<date>tSearch for files and folders with the specified date created.rntdcdupe:tFind files and folders with the same date created.rntdimensions:<w>X<h>tFind images with the specified width and height.rntdm:<date>tSearch for files and folders with the specified date modified.rntdmdupe:tFind files and folders with the same date modified.rntdr:<date>tSearch for files and folders with the specified date run.rntdupe:tSearch for duplicated filenames.rntempty:tSearch for empty folders.rntendwith:<text>tFilenames (including extension) ending with text.rntext:<ext1;ext2;...>tSearch for files with a matching extension in the specified semi-colon delimited extension list.rntfilelist:<fn1|fn2|...>tSearch for a list of file names in the specified pipe (|) delimited file list.rntfilelistfilename:<name>tSearch for files and folders belonging to the file list filename.rntfrn:<frn>tSearch for files and folders with the specified File Reference Number.rntfsi:<index>tSearch for files and folders in the specified zero based internal file system index.rntgenre:<text>tSearch media for genre meta data.rntheight:<height>tFind images with the specified height in pixels.rntinfolder:<path>tSearch for files and folders in the specified path, excluding subfolders.rntlen:<length>tSearch for files and folders that match the specified filename length.rntnamepartdupe:tSearch for files and folders with the same name part.rntorientation:<type>tSearch for images with the specified orientation (landscape or portrait).rntparent:<path>tSearch for files and folders in the specified path, excluding subfolders.rntparents:<count>tSearch for files and folders with the specified number of parent folders.rntrc:<date>tSearch for files and folders with the specified recently changed date.rntrecentchange:<date>tSearch for files and folders with the specified recently changed date.rntroot:tSearch for files and folders with no parent folders.rntruncount:<count>tSearch for files and folders with the specified run count.rntshell:<name>tSearch for a known shell folder name, including subfolders and files.rntsize:<size>tSearch for files with the specified size in bytes.rntsizedupe:tSearch for duplicated sizes.rntstartwith:<text>tSearch for filenames starting with text.rnttitle:<text>tSearch media for title meta data.rnttrack:<number>tFind media files with the specified track number.rnttype:<type>tSearch for files and folders with the specified type.rntutf16content:<text>tSearch UTF-16 file content for text.rntutf16becontent:<text>tSearch UTF-16 Big Endian file content for text.rntutf8content:<text>tSearch UTF-8 file content for text.rntwidth:<width>tFind images with the specified width in pixels.rnrnFunction Syntax:rntfunction:valuetEqual to value.rntfunction:<=valuetLess than or equal to value.rntfunction:<valuetLess than value.rntfunction:=valuetEqual to value.rntfunction:>valuetGreater than value.rntfunction:>=valuetGreater than or equal to value.rntfunction:start..endtIs in the range of values from start to end.rntfunction:start-endtIs in the range of values from start to end.rnrnSize Syntax:rntsize[kb|mb|gb]rnrnSize Constants:rntemptyrnttinyt0 KB < size <= 10 KBrntsmallt10 KB < size <= 100 KBrntmediumt100 KB < size <= 1 MBrntlarget1 MB < size <= 16 MBrnthuget16 MB < size <= 128 MBrntgigantictsize > 128 MBrntunknownrnrnDate Syntax:rntyearrntmonth/year or year/month depending on locale settingsrntday/month/year, month/day/year or year/month/day depending on locale settingsrntYYYY[-MM[-DD[Thh[:mm[:ss[.sss]]]]]]rntYYYYMM[DD[Thh[mm[ss[.sss]]]]]rnrnDate Constants:rnttodayrntyesterdayrnttomorrowrnt<last|past|prev|current|this|coming|next><year|month|week>rnt<last|past|prev|coming|next><x><years|months|weeks|days|hours|minutes|mins|seconds|secs>rntjanuary|february|march|april|may|june|july|august|september|october|november|decemberrntjan|feb|mar|apr|may|jun|jul|aug|sep|oct|nov|decrntsunday|monday|tuesday|wednesday|thursday|friday|saturdayrntsun|mon|tue|wed|thu|fri|satrntunknownrnrnAttribute Constants:rntAtArchiverntCtCompressedrntDtDirectoryrntEtEncryptedrntHtHiddenrntItNot content indexedrntLtReparse pointrntNtNormalrntOtOfflinerntPtSparse filerntRtRead onlyrntStSystemrntTtTemporaryrntVtDevice"
HELP_COMMAND_LINE_OPTIONS_TEXT,"Everything.exe [filename] [options]rnrnfilenametOpen the specified file list.rnrn-?tShow this help.rn-admintRun Everything as Administrator.rn-admin-server-share-linkstUse \\Server\C$ links for ETP connections.rn-app-datatStore data in application data.rn-bookmark <name>tOpen a bookmark.rn-casetEnable case matching.rn-choose-languagetShow the language selection page.rn-choose-volumestDo not automatically index volumes.rn-config <filename>tThe filename of the ini file.rn-connect <user:pass@host:port>tConnect to an ETP server.rn-consoletShow the debugging console.rn-create-filelist <filename> <path>tCreate a file list of a path.rn-db <filename>tThe filename of the database.rn-debugtShow the debugging console.rn-diacriticstEnable diacritics matching.rn-drive-linkstUse C: links for ETP connections.rn-edit <filename>tOpen a file list with the file list editor.rn-enable-update-notificationtEnable update notification on startup.rn-exittExit ""Everything"".rn-disable-update-notificationtDisable update notification on startup.rn-filelist <filename>tOpen a file list.rn-filename <filename>tSearch for a file or folder by filename.rn-filter <name>tSelect a search filter.rn-ftp-linkstUse ftp://host/C: links for ETP connections.rn-fullscreentShow the search window fullscreen.rn-htShow this help.rn-helptShow this help.rn-install <location>tInstall Everything to a new location.rn-install-client-servicetInstall the ""Everything"" client as a service.rn-install-desktop-shortcuttInstall desktop shortcut.rn-install-efu-associationtInstall EFU file association.rn-install-folder-context-menutInstall folder context menus.rn-install-quick-launch-shortcuttInstall Quick Launch shortcut.rn-install-run-on-system-startuptInstall ""Everything"" from the system startup.rn-install-servicetInstall and start the ""Everything"" service.rn-install-service-port <port>tInstall the Everything service on the specified port.rn-install-start-menu-shortcutstInstall ""Everything"" shortcuts from the Start menu.rn-install-url-protocoltInstall URL Protocol.rn-instance <name>tThe name of the Everything instance.rn-load-delay <milliseconds>tThe delay in milliseconds before loading the database.rn-ltLoad the local database.rn-localtLoad the local database.rn-matchpathtEnable full path matching.rn-maximizedtMaximize the search window.rn-minimizedtMinimize the search window.rn-newwindowtCreate a new search window.rn-noapp-datatStore data in executable location.rn-nocasetDisable case matching.rn-nodbtDo not save to or load from the ""Everything"" database file.rn-nodiacriticstDisable diacritics matching.rn-nofullscreentShow the search window in a window.rn-nomatchpathtDisable full path matching.rn-nomaximizedtUnmaximize the search window.rn-nominimizedtUnminimize the search window.rn-nonewwindowtShow an existing search window.rn-noontoptDisable always ontop.rn-noregextDisable Regex.rn-noverbosetDisplay only basic debug messagse.rn-nowholewordtDisable match whole word.rn-nowwtDisable match whole word.rn-ontoptEnable always ontop.rn-p <path>tSearch for a path.rn-parentpath <path>tSearch for the parent of a path.rn-path <path>tSearch for a path.rn-quittExit ""Everything"".rn-read-onlytLoads the database in read-only mode.rn-regextEnable Regex.rn-reindextForce database rebuild.rn-s <text>tSet the search.rn-search <text>tSet the search.rn-server-share-linkstUse \\Server\C: links for ETP connections.rn-service-port <port>tConnect to the Everything service on the specified port.rn-sort <name>tSet the sort to the specified name.rn-sort-ascendingtSort ascending.rn-sort-descendingtSort descending.rn-start-client-servicetStart the Everything client service.rn-start-servicetStart the Everything service.rn-startuptRun Everything in the background.rn-stop-client-servicetStop the Everything client service.rn-stop-servicetStop the Everything service.rn-svctRun Everything as a service.rn-svc-port <port>tRun the Everything service on the specified port.rn-uninstall <path>tUninstall Everything from the specified path.rn-uninstall-client-servicetUninstall the ""Everything"" client service.rn-uninstall-desktop-shortcuttUninstall desktop shortcut.rn-uninstall-efu-associationtUninstall EFU file association.rn-uninstall-folder-context-menutUninstall folder context menus.rn-uninstall-quick-launch-shortcuttUninstall Quick Launch shortcut.rn-uninstall-run-on-system-startuptRemove ""Everything"" from the system startup.rn-uninstall-servicetUninstall the ""Everything"" service.rn-uninstall-start-menu-shortcutstUninstall ""Everything"" shortcuts from the Start menu.rn-uninstall-url-protocoltUninstall URL Protocol.rn-uninstall-usertUninstall user files.rn-updatetSave the database to disk.rn-url <[es:]search>tSet the search from an ES: URL.rn-verbosetDisplay all debug messages.rn-wholewordtEnable match whole word.rn-wwtEnable match whole word.","rnEverything.exe [filename] [-options]rnrnfilenametOpen the specified file list.rnrn-?tShow this help.rn-admintRun ""Everything"" as Administrator.rn-admin-server-share-linkstUse \\Server\C$ links for ETP connections.rn-app-datatStore data in application data.rn-bookmark <name>tOpen a bookmark.rn-casetEnable case matching.rn-choose-languagetShow the language selection page.rn-choose-volumestDo not automatically index volumes.rn-closetClose the current search window.rn-config <filename>tThe filename of the ini file.rn-connect <user:pass@host:port>tConnect to an ETP server.rn-consoletShow the debugging console.rn-copyto <filename1> <...>tShow the multi-file renamer with the specified filenames.rn-create-file-list <filename> <path>tCreate a file list of a path.rn-create-file-list-exclude-files <list>texclude the semi-colon delimited wildcard filter for files.rn-create-file-list-exclude-folders <list>texclude the semi-colon delimited wildcard filter for folders.rn-create-file-list-include-only-files <list>tinclude only the semi-colon delimited wildcard filter for files.rn-create-usn-journal <volume> <max-size-bytes> <allocation-delta-bytes>rn-db <filename>tThe filename of the database.rn-debugtShow the debugging console.rn-debug-logtLog debugging information to diskrn-delete-usn-journal <volume>tDelete a USN Journal.rn-detailstShow results in detail view.rn-diacriticstEnable diacritics matching.rn-disable-run-as-admintDisable run as administrator.rn-disable-update-notificationtDisable update notification on startup.rn-drive-linkstUse C: links for ETP connections.rn-edit <filename>tOpen a file list with the file list editor.rn-enable-run-as-admintEnable run as administrator.rn-enable-update-notificationtEnable update notification on startup.rn-exittExit ""Everything"".rn-first-instancetOnly run if this is the first instance of ""Everything"".rn-filelist <filename>tOpen a file list.rn-filename <filename>tSearch for a file or folder by filename.rn-filter <name>tSelect a search filter.rn-focus-bottom-resulttFocus the bottom result.rn-focus-last-run-resulttFocus the last run result.rn-focus-most-run-resulttFocus the most run result.rn-focus-resultstFocus the result list.rn-focus-top-resulttFocus the top result.rn-ftp-linkstUse ftp://host/C: links for ETP connections.rn-fullscreentShow the search window fullscreen.rn-htShow this help.rn-helptShow this help.rn-hometOpen the home search.rn-install <location>tInstall ""Everything"" to a new location.rn-install-client-servicetInstall the ""Everything"" client as a service.rn-install-config <filename>tInstall the specified ini file.rn-install-desktop-shortcuttInstall desktop shortcut.rn-install-efu-associationtInstall EFU file association.rn-install-folder-context-menutInstall folder context menus.rn-install-quick-launch-shortcuttInstall Quick Launch shortcut.rn-install-run-on-system-startuptInstall ""Everything"" from the system startup.rn-install-servicetInstall and start the ""Everything"" service.rn-install-service-pipe-name <name>tUse the specified name for the ""Everything"" service pipe name.rn-install-service-security-descriptortSpecify the pipe security descriptor.rn-install-start-menu-shortcutstInstall ""Everything"" shortcuts from the Start menu.rn-install-url-protocoltInstall URL Protocol.rn-instance <name>tThe name of the ""Everything"" instance.rn-ltLoad the local database.rn-language <langID>tSet the language to the specified language ID.rn-load-delay <milliseconds>tThe delay in milliseconds before loading the database.rn-localtLoad the local database.rn-matchpathtEnable full path matching.rn-maximizedtMaximize the search window.rn-minimizedtMinimize the search window.rn-moveto <filename1> <...>tShow the multi-file renamer with the specified filenames.rn-name-part <filename>tSearch for the name part of a filename.rn-newwindowtCreate a new search window.rn-noapp-datatStore data in executable location.rn-nocasetDisable case matching.rn-nodbtDo not save to or load from the ""Everything"" database file.rn-nodiacriticstDisable diacritics matching.rn-nofullscreentShow the search window in a window.rn-nomatchpathtDisable full path matching.rn-nomaximizedtUnmaximize the search window.rn-nominimizedtUnminimize the search window.rn-nonewwindowtShow an existing search window.rn-noontoptDisable always ontop.rn-noregextDisable Regex.rn-noverbosetDisplay only basic debug messages.rn-nowholewordtDisable match whole word.rn-nowwtDisable match whole word.rn-ontoptEnable always ontop.rn-p <path>tSearch for a path.rn-parent <path>tSearch for files and folders in the specified folder.rn-parentpath <path>tSearch for the parent of a path.rn-path <path>tSearch for a path.rn-quittExit ""Everything"".rn-read-onlytLoads the database in read-only mode.rn-regextEnable Regex.rn-reindextForce database rebuild.rn-rename <filename1> <...>tShow the multi-file renamer with the specified filenames.rn-s <text>tSet the search.rn-search <text>tSet the search.rn-search-file-list <filename>tSearch the specified text file for a list of file names.rn-select <filename>tFocus and select the specified result.rn-server-share-linkstUse \\Server\C: links for ETP connections.rn-service-pipe-name <name>tconnect to the service pipe with the specified name.rn-sort <name>tSet the sort to the specified name.rn-sort-ascendingtSort ascending.rn-sort-descendingtSort descending.rn-start-client-servicetStart the ""Everything"" client service.rn-start-servicetStart the ""Everything"" service.rn-startuptRun ""Everything"" in the background.rn-stop-client-servicetStop the ""Everything"" client service.rn-stop-servicetStop the ""Everything"" service.rn-svctRun ""Everything"" as a service.rn-svc-pipe-name <name>tHost the pipe server with the specified name.rn-svc-security-descriptor <sd>tHost the pipe server with the security descriptor.rn-thumbnail-size <size>tSpecify the size of thumbnails in pixels.rn-thumbnailstShow results in thumbnail view.rn-toggle-windowtHides the current foreground search window or shows the search window.rn-uninstall [path]tUninstall ""Everything"" from the specified path.rn-uninstall-client-servicetUninstall the ""Everything"" client service.rn-uninstall-desktop-shortcuttUninstall desktop shortcut.rn-uninstall-efu-associationtUninstall EFU file association.rn-uninstall-folder-context-menutUninstall folder context menus.rn-uninstall-quick-launch-shortcuttUninstall Quick Launch shortcut.rn-uninstall-run-on-system-startuptRemove ""Everything"" from the system startup.rn-uninstall-servicetUninstall the ""Everything"" service.rn-uninstall-start-menu-shortcutstUninstall ""Everything"" shortcuts from the Start menu.rn-uninstall-url-protocoltUninstall URL Protocol.rn-uninstall-usertUninstall user files.rn-updatetSave the database to disk.rn-url <[es:]search>tSet the search from an ES: URL.rn-verbosetDisplay all debug messages.rn-wholewordtEnable match whole word.rn-wwtEnable match whole word."
TOGGLE_WINDOW_HOTKEY,"&Toggle Window Hotkey:","&Toggle window Hotkey:"
VIEW_FILTERS_MENU_HELP,"Show the filter bar.","Shows or hides the filter bar."
KEYBOARD_FILTER,"Show commands containing:","Show &commands containing:"
FILTER_NEW_BUTTON,"&New","&New..."
FILTER_EDIT_BUTTON,"&Edit","&Edit..."
FILTER_CASE_HELP,"Match or ignore case when using this filter.","Match or ignore case."
FILTER_WHOLEWORD_HELP,"Match or ignore whole word when using this filter.","Match or ignore whole word."
FILTER_PATH_HELP,"Match or ignore path when using this filter.","Match or ignore path."
FILTER_DIACRITIC_HELP,"Match or ignore diacritics when using this filter.","Match or ignore diacritics."
FILTER_REGEX_HELP,"Enable or disable regex when using this filter.","Enable or disable regex."
FILTER_SEARCH_HELP,"Set the search to this value when using this filter.","Search for this text when the filter is active."
FILTER_MACRO_HELP,"When typing this phrase in the search edit followed by a colon(:) the phrase is replaced by this filter's search\nEmpty = no macro.","When typing this phrase in the search edit followed by a colon (:) the phrase is replaced by this filter's search\nAppend the macro with <name> to replace all occurrences of name: in the search with the parameters passed to the macro call\nEmpty = No macro."
BOOKMARK_REMEMBER_FILTER_BUTTON,"Remember &filter","Remember &filter:"
SEARCH_AS_YOU_TYPE,"Search as you &type","&Search as you type"
SEARCH_AS_YOU_TYPE_HELP,"Update the search results each time the search parameters change.","When enabled the search results are updated each time the search parameters change otherwise the search is only updated when pressing Enter in the search box."
SEARCH_HISTORY_CLEAR_NOW_HELP,"Delete all search history.","Delete all search history on disk and in memory."
SEARCH_HISTORY_CLEAR_NOW_ARE_YOU_SURE,"Are you sure you wish to delete all search history now?nnThis action can not be undone.","Are you sure you wish to delete all search history?nnThis action can not be undone."
SEARCH_HISTORY_ALWAYS_SUGGEST_HELP,"Display a list of suggested searches when typing in a search.","Display a list of suggested searches when typing in a search\nSearch suggestions are always shown if search as you type is disabled\nYou can also show search suggestions with Auto Complete Search (Ctrl+Space)."
ALLOW_FORWARD_SLASH_PATH_SEPARATOR,"Allow &forward slash path separator","Replace &forward slashes with backslashes"
ALLOW_FORWARD_SLASH_PATH_SEPARATOR_HELP,"Treat forward slashes (/) as back slashes (\).","Forward slashes (/) are replaced with backslashes (\)."
EVERYTHING_SERVICE_HELP,"Install or uninstall the Everything service.","Install or uninstall the ""Everything"" service\nThe Everything service is required to index NTFS volumes with a standard user account\nEnabling the service will allow ALL local user accounts to index all filenames on NTFS volumes."
CONTEXT_MENU_COMMAND_HELP,"The command for this context menu item\n$exec(application parameters) execute application with parameters\n$parent(filename) returns the parent folder of the specified file or folder\n$pathpart(filename) returns the parent folder of the specified file or folder\n$namepart(filename) returns the name part of the specified file or folder\n%1 = selected filename\n$$ = $n$( = (n$) = )","The command for this context menu item\n$exec(application parameters) execute application with parameters\n$openpath(filename) open the folder containing filename and select filename\n$parent(filename) returns the parent folder of the specified file or folder\n$pathpart(filename) returns the parent folder of the specified file or folder\n$namepart(filename) returns the name part of the specified file or folder\n%1 = selected filename\n$$ = $n$( = (n$) = )"
APP_DATA_HELP,"Store settings and data in %APPDATA%\Everything\nDisable to store data in the same location as Everything.exe","Store settings and data in %APPDATA%\Everything\nDisable to store settings and data in the same location as Everything.exe"
HTTP_SERVER_LOG_FILE_BROWSE,"S&elect...","Selec&t..."
HTTP_SERVER_SERVE_PAGES_FROM_HELP,"Set the folder to load http files from\nThese files are not required to be in the database\n(Empty = server files from the sub folder HTTP Server in the default location for application data.)","Set the folder to load http files from\nThese files are not required to be in the database\nEmpty = Server files from the sub folder HTTP Server in the default location for application data."
HTTP_SERVER_DEFAULT_PAGE_HELP,"Set the default page\n(Empty = Show volume list)","Set the default page\nEmpty = Show volume list."
ETP_SERVER_LOG_FILE_BROWSE,"S&elect...","Selec&t..."
RESULT_LIST_COPY_CSV_TO_CLIPBOARD,"Copy selection to clipboard as CSV","Copy as &CSV"
BOOKMARK_REMEMBER_INDEX,"Remem&ber index","Remem&ber index:"
BOOKMARK_INDEX_ETP_SERVER_HELP,"Connect to the specified ETP server when opening this bookmark.","Connect to the specified ETP server when opening this bookmark\nusername:password@host:port"
LOAD_USN_JOURNAL_RECENT_CHANGES,"Include USN Journal in recent &changes","Load recent &changes from USN journal"
LOAD_USN_JOURNAL_RECENT_CHANGES_HELP,"Include all the files and folders in the USN Journal on this volume in recent changes\nEnabling may decrease performance.","Load all files and folders from the USN change journal into the recent change database\nEnabling may decrease ""Everything"" startup performance\nIndex recent changes must be enabled."
FORMAT_SIZE_BYTES,"B","bytes"
RUN_HISTORY_ENABLE,"&Enable run history","Enable run &history"
RUN_HISTORY_ENABLE_HELP,"Enable or disable run history.","Enable or disable run history\nRun history remembers how many times a result was opened\nPressing enter from the search edit will focus the result with the highest run count."
RUN_HISTORY_KEEP_FOR,"&Keep run history for","Keep run history &for"
RUN_HISTORY_CLEAR_NOW,"&Clear Now","Clear &Now"
RUN_HISTORY_CLEAR_NOW_HELP,"Delete all run history.","Delete all run history on disk and in memory."
MENU_SET_RUN_COUNT_HELP,"Set the number of times this item has been run.","Set the run count for the selected items."
HOME_SORT_HELP,"Use this sort when opening a new search window\nOnly Name, Run Count or Date Recently Changed sorts will be used for the last value.","Use this sort when opening a new search window\nOnly fast sorts will be used for the last value."
HOME_ETP_SERVER_HELP,"Connect to an ETP server when opening a new search window.","Connect to an ETP server when opening a new search window\nusername:password@host:port"
NAV_HOME_HELP,"Open the home page.","Open the home search."
VIEW_TOGGLE_LTR_RTL,"Toggle &LTR/RTL","Toggle LTR/RTL direction"
VIEW_TOGGLE_LTR_RTL_HELP,"Toggle text direction of the result list between left to right and right to left.","Toggle the text direction layout of Everything."
